algorithm,n_runs,n_fresh_runs,mean_runtime_seconds,median_runtime_seconds,max_runtime_seconds,mean_posterior_sample_generation_seconds,mean_td_proposal_fit_or_train_seconds,mean_rjmcmc_sampling_seconds,mean_model2_probability,mean_accepted_move_rate,mean_ess_model2_indicator
ToyModelAF,1,1,0.6984645000193268,0.6984645000193268,0.6984645000193268,0.007738800020888448,0.0087057999917306,0.6820199000067078,0.585,0.7587939698492462,6.93266220358943
ToyModelNF,1,1,25.017484199954197,25.017484199954197,25.017484199954197,0.0019721999997273088,23.91287119995104,1.102640800003428,0.635,0.6834170854271356,49.13554549763265
ToyModelPerfect,1,1,0.5977805000147782,0.5977805000147782,0.5977805000147782,,0.0005525000160560012,0.5972279999987222,0.735,0.5829145728643216,118.9342020154072
ToyModelVINF,1,1,361.5699424999766,361.5699424999766,361.5699424999766,,360.5521107999957,1.0178316999808885,0.84,0.8090452261306532,41.021229639125536
